,prop_vac,NAME,estimate,numb_biz,n_vac
562,0,"Census Tract 221.02, Bronx County, New York",17823,21,NA
563,0,"Census Tract 195, Bronx County, New York",17507,34,NA
564,0.05882352941,"Census Tract 195, Bronx County, New York",17507,34,2
565,0,"Census Tract 221.01, Bronx County, New York",16829,27,NA
566,0,"Census Tract 189, Bronx County, New York",17329,27,NA
567,0,"Census Tract 193, Bronx County, New York",15848,16,NA
568,0,"Census Tract 199, Bronx County, New York",18586,23,NA
569,0,"Census Tract 211, Bronx County, New York",17447,16,NA
570,0.1111111111,"Census Tract 189, Bronx County, New York",17329,27,3
571,0.04347826087,"Census Tract 199, Bronx County, New York",18586,23,1
572,0.0625,"Census Tract 211, Bronx County, New York",17447,16,1
573,0,"Census Tract 201, Bronx County, New York",16274,11,NA
574,0.09090909091,"Census Tract 201, Bronx County, New York",16274,11,1
575,0,"Census Tract 27.01, Bronx County, New York",12783,20,NA
576,0,"Census Tract 27.02, Bronx County, New York",11952,16,NA
577,0,"Census Tract 33, Bronx County, New York",13107,8,NA
578,0,"Census Tract 37, Bronx County, New York",13906,1,NA
579,0,"Census Tract 35, Bronx County, New York",19783,20,NA
580,0.0625,"Census Tract 27.02, Bronx County, New York",11952,16,1
581,0,"Census Tract 31, Bronx County, New York",24436,26,NA
582,0.03846153846,"Census Tract 31, Bronx County, New York",24436,26,1
583,0,"Census Tract 83, Bronx County, New York",16258,38,NA
584,0.07894736842,"Census Tract 83, Bronx County, New York",16258,38,3
585,0,"Census Tract 93, Bronx County, New York",16158,93,NA
586,0,"Census Tract 149, Bronx County, New York",18703,17,NA
587,0,"Census Tract 75, Bronx County, New York",16888,5,NA
588,0.2,"Census Tract 75, Bronx County, New York",16888,5,1
589,0,"Census Tract 129.01, Bronx County, New York",15917,48,NA
590,0,"Census Tract 73, Bronx County, New York",15817,21,NA
591,0.1428571429,"Census Tract 73, Bronx County, New York",15817,21,3
592,0,"Census Tract 135, Bronx County, New York",15900,8,NA
593,0.1379310345,"Census Tract 79, Bronx County, New York",14926,29,4
594,0,"Census Tract 79, Bronx County, New York",14926,29,NA
595,0,"Census Tract 77, Bronx County, New York",17500,12,NA
596,0,"Census Tract 151, Bronx County, New York",19049,33,NA
597,0.09090909091,"Census Tract 151, Bronx County, New York",19049,33,3
598,0,"Census Tract 133, Bronx County, New York",17838,4,NA
599,0.08333333333,"Census Tract 77, Bronx County, New York",17500,12,1
600,0.1041666667,"Census Tract 129.01, Bronx County, New York",15917,48,5
601,0,"Census Tract 131, Bronx County, New York",22564,17,NA
602,0.05882352941,"Census Tract 131, Bronx County, New York",22564,17,1
603,0,"Census Tract 85, Bronx County, New York",15855,25,NA
604,0,"Census Tract 87, Bronx County, New York",17244,40,NA
605,0.1,"Census Tract 87, Bronx County, New York",17244,40,4
606,0.2,"Census Tract 85, Bronx County, New York",15855,25,5
607,0,"Census Tract 159, Bronx County, New York",10160,24,NA
608,0,"Census Tract 125, Bronx County, New York",17690,25,NA
609,0,"Census Tract 89, Bronx County, New York",16157,27,NA
610,0.07407407407,"Census Tract 89, Bronx County, New York",16157,27,2
611,0.08333333333,"Census Tract 159, Bronx County, New York",10160,24,2
612,0,"Census Tract 127.01, Bronx County, New York",12808,23,NA
613,0.1304347826,"Census Tract 127.01, Bronx County, New York",12808,23,3
614,0.2,"Census Tract 125, Bronx County, New York",17690,25,5
615,0,"Census Tract 115.02, Bronx County, New York",13562,31,NA
616,0.08602150538,"Census Tract 93, Bronx County, New York",16158,93,8
617,0,"Census Tract 119, Bronx County, New York",16566,27,NA
618,0.07407407407,"Census Tract 119, Bronx County, New York",16566,27,2
619,0,"Census Tract 121.01, Bronx County, New York",14849,13,NA
620,1,"Census Tract 121.02, Bronx County, New York",12452,1,1
621,0.07692307692,"Census Tract 121.01, Bronx County, New York",14849,13,1
622,0.03225806452,"Census Tract 115.02, Bronx County, New York",13562,31,1
623,0,"Census Tract 117, Bronx County, New York",19746,14,NA
624,0,"Census Tract 177.02, Bronx County, New York",14641,21,NA
625,0.04761904762,"Census Tract 177.02, Bronx County, New York",14641,21,1
626,0,"Census Tract 225, Bronx County, New York",16265,26,NA
627,0,"Census Tract 229.02, Bronx County, New York",19265,12,NA
628,0,"Census Tract 229.01, Bronx County, New York",16383,8,NA
629,0.125,"Census Tract 229.01, Bronx County, New York",16383,8,1
630,0,"Census Tract 233.02, Bronx County, New York",14964,7,NA
631,0.1428571429,"Census Tract 233.02, Bronx County, New York",14964,7,1
632,0,"Census Tract 233.01, Bronx County, New York",15137,26,NA
633,0,"Census Tract 241, Bronx County, New York",18545,44,NA
634,0,"Census Tract 235.01, Bronx County, New York",14238,23,NA
635,0,"Census Tract 235.02, Bronx County, New York",16071,36,NA
636,0.02777777778,"Census Tract 235.02, Bronx County, New York",16071,36,1
637,0,"Census Tract 381, Bronx County, New York",19837,25,NA
638,0.07692307692,"Census Tract 225, Bronx County, New York",16265,26,2
639,0,"Census Tract 227.01, Bronx County, New York",17387,23,NA
640,0,"Census Tract 227.03, Bronx County, New York",30327,7,NA
641,0.09090909091,"Census Tract 241, Bronx County, New York",18545,44,4
642,0,"Census Tract 179.02, Bronx County, New York",17341,7,NA
643,0,"Census Tract 223, Bronx County, New York",15537,25,NA
644,0,"Census Tract 209, Bronx County, New York",15692,21,NA
645,0.04761904762,"Census Tract 209, Bronx County, New York",15692,21,1
646,0,"Census Tract 227.02, Bronx County, New York",18581,22,NA
647,0.1111111111,"Census Tract 221.01, Bronx County, New York",16829,27,3
648,0.04761904762,"Census Tract 221.02, Bronx County, New York",17823,21,1
649,0.04,"Census Tract 223, Bronx County, New York",15537,25,1
650,0.09090909091,"Census Tract 227.02, Bronx County, New York",18581,22,2
651,0,"Census Tract 219, Bronx County, New York",17896,20,NA
652,0.05,"Census Tract 219, Bronx County, New York",17896,20,1
653,0,"Census Tract 217, Bronx County, New York",14347,13,NA
